DefaultSC.UTCGregorian     DefaultSC.EarthMJ2000Eq.X   DefaultSC.EarthMJ2000Eq.Y   DefaultSC.EarthMJ2000Eq.Z   DefaultSC.EarthMJ2000Eq.VX   DefaultSC.EarthMJ2000Eq.VY   DefaultSC.EarthMJ2000Eq.VZ   
16 Dec 2025 06:47:35.990   4076.388284502462           5097.038998798072           1927.521059893845           -5.811923372583985           3.201718950543953            3.805280327618627            
16 Dec 2025 06:47:45.990   4018.012288266346           5128.732927678892           1965.450715902941           -5.86315273862887            3.136999943576174            3.780570621931123            
16 Dec 2025 06:47:55.990   3959.127703171661           5159.777673647793           2003.130872520303           -5.913640075241978           3.071883731711389            3.755380974594789            
16 Dec 2025 06:48:05.990   3899.741981428957           5190.169305643997           2040.556746188965           -5.963379014746685           3.006378520719649            3.729714567484356            
16 Dec 2025 06:48:15.990   3839.862638457174           5219.90397490667            2077.723585469137           -6.012363283269416           2.9404925646481              3.703574642091441            
16 Dec 2025 06:48:25.990   3779.49725194181            5248.977915452546           2114.626671632309           -6.060586701497161           2.874234164792942            3.676964499112349            
16 Dec 2025 06:48:35.990   3718.653460885576           5277.387444543271           2151.261319251218           -6.108043185423115           2.807611668666242            3.649887498029033            
16 Dec 2025 06:48:45.990   3657.338964651663           5305.128963142362           2187.622876785577           -6.154726747080079           2.740633468957901            3.622347056683121            
16 Dec 2025 06:48:55.990   3595.561521999723           5332.198956361785           2223.706727163513           -6.20063149526171            2.673308002492845            3.594346650843145            
16 Dec 2025 06:49:05.990   3533.328950114709           5358.593993898067           2259.508288358643           -6.245751636231539           2.605643749183575            3.565889813765043            
16 Dec 2025 06:49:15.990   3470.649123628681           5384.310730457917           2295.023013962724           -6.290081474419701           2.537649230978221            3.536980135745993            
16 Dec 2025 06:49:25.990   3407.529973635709           5409.345906173301           2330.246393753808           -6.333615413107209           2.469333010804315            3.507621263671616            
16 Dec 2025 06:49:35.990   3343.979486699991           5433.696347005945           2365.173954259836           -6.376347955097967           2.400703691508245            3.477816900556707            
16 Dec 2025 06:49:45.990   3280.005703857322           5457.358965141195           2399.801259317602           -6.418273703378217           2.33176991479071             3.447570805079474            
16 Dec 2025 06:49:55.990   3215.616719610018           5480.330759371231           2434.123910627036           -6.459387361763489           2.262540360138225            3.416886791109397            
16 Dec 2025 06:50:05.990   3150.820680915447           5502.60881546755            2468.137548300729           -6.499683735532996           2.193023743750824            3.385768727228775            
16 Dec 2025 06:50:15.990   3085.625786168272           5524.19030654275            2501.837851408641           -6.539157732051432           2.123228817466097            3.354220536248044            
16 Dec 2025 06:50:25.990   3020.040284176534           5545.072493401482           2535.220538517934           -6.577804361378021           2.05316436767979             3.322246194714883            
16 Dec 2025 06:50:35.990   2954.072473131725           5565.252724880645           2568.281368227865           -6.61561873686302            1.982839214262888            3.289849732417289            
16 Dec 2025 06:50:45.990   2887.730699572935           5584.728438178694           2601.01613969968            -6.65259607573139            1.912262209475541            3.257035231880586            
16 Dec 2025 06:50:55.990   2821.023357345251           5603.497159174098           2633.420693181446           -6.688731699653711           1.841442236877856            3.223806827858499            
16 Dec 2025 06:51:05.990   2753.958886552494           5621.556502732872           2665.490910527768           -6.724021035304297           1.77038821023772             3.190168706818354            
16 Dec 2025 06:51:15.990   2686.545772504446           5638.904173005197           2697.222715714325           -6.758459614906491           1.699109072435752            3.15612510642048             
16 Dec 2025 06:51:25.990   2618.792544658687           5655.537963711043           2728.612075347172           -6.792043076764984           1.627613794367656            3.121680314991872            
16 Dec 2025 06:51:35.990   2550.707775557175           5671.45575841483            2759.654999166755           -6.824767165785397           1.555911373843847            3.08683867099423             
16 Dec 2025 06:51:45.990   2482.300079757686           5686.655530789064           2790.347540546572           -6.856627733980823           1.484010834486732            3.0516045624864              
16 Dec 2025 06:51:55.990   2413.57811276027            5701.135344866929           2820.685796986436           -6.887620740965445           1.411921224625663            3.015982426581332            
16 Dec 2025 06:52:05.990   2344.550569928821           5714.893355283828           2850.665910600275           -6.917742254435183           1.339651616189715            2.979976748897594            
16 Dec 2025 06:52:15.990   2275.22618540791            5727.927807507829           2880.284068598428           -6.946988450635362           1.267211103598388            2.943592063005558            
16 Dec 2025 06:52:25.990   2205.613731035008           5740.237038059023           2909.536503764366           -6.975355614815299           1.194608802650479            2.906832949868292            
16 Dec 2025 06:52:35.990   2135.722015248229           5751.81947471774            2938.419494925808           -7.002840141669925           1.121853849411073            2.869704037277265            
16 Dec 2025 06:52:45.990   2065.559881989717           5762.673636721657           2966.929367420158           -7.029438535768367           1.048955399096882            2.832209999282933            
16 Dec 2025 06:52:55.990   1995.136209604819           5772.798134951723           2995.062493554227           -7.055147411969423           0.975922624960085            2.79435555562026             
16 Dec 2025 06:53:05.990   1924.459909737159           5782.191672106929           3022.815293058189           -7.079963495823992           0.9027647171707458           2.756145471129285            
16 Dec 2025 06:53:15.990   1853.53992621977            5790.853042867897           3050.184233533706           -7.103883623964413           0.8294908816979392           2.717584555170777            
16 Dec 2025 06:53:25.990   1782.385233962376           5798.781134049265           3077.165830896205           -7.126904744480751           0.7561103391896794           2.678677661037076            
16 Dec 2025 06:53:35.990   1711.004837834996           5805.974924740877           3103.756649811215           -7.149023917283878           0.682632323851972            2.639429685358184            
16 Dec 2025 06:53:45.990   1639.407771547972           5812.433486437755           3129.953304124766           -7.170238314455607           0.6090660823267064           2.599845567503182            
16 Dec 2025 06:53:55.990   1567.603096528561           5818.155983158838           3155.75245728776            -7.190545220585629           0.5354208725689044           2.559930288977049            
16 Dec 2025 06:54:05.990   1495.599900794232           5823.141671554501           3181.1508227743             -7.209942033095361           0.4617059627232556           2.519688872812958            
16 Dec 2025 06:54:15.990   1423.40729782278            5827.389901002829           3206.145164493912           -7.228426262548692           0.3879306300000921           2.479126382960124            
16 Dec 2025 06:54:25.990   1351.034425419403           5830.900113694658           3230.732297197627           -7.24599553294965            0.3141041595508687           2.438247923667261            
16 Dec 2025 06:54:35.990   1278.490444580866           5833.671844707354           3254.909086877875           -7.262647582026881           0.2402358433435007           2.39705863886177             
16 Dec 2025 06:54:45.990   1205.78453835689            5835.704722067356           3278.672451162154           -7.278380261505161           0.1663349790372156           2.355563711524651            
16 Dec 2025 06:54:55.990   1132.925910708884           5836.998466801469           3302.019359700415           -7.293191537363728           0.09241086885747569          2.313768363061295            
16 Dec 2025 06:55:05.990   1059.923785366166           5837.552892976892           3324.946834546152           -7.307079490081557           0.0184728184708723           2.271677852668173            
16 Dec 2025 06:55:15.990   986.7874046797914           5837.367907730007           3347.451950531123           -7.320042314869553           -0.05546986413986174         2.229297476695514            
16 Dec 2025 06:55:25.990   913.5260284741296           5836.44351128392            3369.531835633688           -7.3320783218897             -0.1294078698006605          2.186632568006036            
16 Dec 2025 06:55:35.990   840.1489328963102           5834.779796954748           3391.183671340708           -7.343185936461063           -0.203331889270399           2.143688495329838            
16 Dec 2025 06:55:45.990   766.6654092636769           5832.376951146672           3412.404693002983           -7.353363699252882           -0.2772326143650127          2.100470662615439            
16 Dec 2025 06:55:55.990   693.0847629093751           5829.235253335743           3433.19219018417            -7.362610266464538           -0.3511007390808829          2.056984508377125            
16 Dec 2025 06:56:05.990   619.4163120262042           5825.355076042477           3453.543507003164           -7.370924409992512           -0.4249269607176104          2.01323550503862             
16 Dec 2025 06:56:15.990   545.6693865088665           5820.73688479319            3473.456042469898           -7.378305017584349           -0.4987019810000347          1.969229158273168            
16 Dec 2025 06:56:25.990   471.8533267947412           5815.38123807016            3492.927250814522           -7.38475109297964            -0.57241650719945            1.924971006340085            
16 Dec 2025 06:56:35.990   397.9774827033122           5809.28878725055            3511.954641809931           -7.390261756037956           -0.6460612532536515          1.880466619417887            
16 Dec 2025 06:56:45.990   324.051212274383            5802.460276534148           3530.53578108761            -7.394836242853924           -0.7196269408862366          1.835721598933972            
16 Dec 2025 06:56:55.990   250.0838806052055           5794.896542859919           3548.668290446758           -7.398473905859285           -0.7931043007245544          1.790741576891027            
16 Dec 2025 06:57:05.990   176.084858686651            5786.598515811383           3566.349848156657           -7.401174213912038           -0.866484073416445           1.745532215190152            
16 Dec 2025 06:57:15.990   102.063522238557            5777.567217510828           3583.578189252261           -7.402936752372682           -0.9397570107456394          1.700099204950812            
16 Dec 2025 06:57:25.990   28.02925054437407           5767.803762502385           3600.351105822966           -7.403761223167559           -1.012913876745773           1.654448265827635            
16 Dec 2025 06:57:35.990   -46.00857471475536          5757.309357623964           3616.666447294529           -7.4036474448393             -1.085945448812644           1.608585145324208            
